Task ID,Task Name,Task Content,Status,Date Created,Date Created Text,Due Date,Due Date Text,Start Date,Start Date Text,Parent ID,Attachments,Assignees,Tags,Priority,List Name,Project Name,Space Name,Time Estimated,Time Estimated Text,Checklists,Comments
m4d3m,"google driveデータ移行","materialのdriveからtwoのdriveにデータを移行。\nその際に規約に沿ってリネームなどもする。\n",Closed,1553845390309,"3/29/2019, 4:43:10 PM GMT+9",,"",,"",0,"[]","[haruka-ogawa]","[]",null,"Others","Team Tasks","Development","","","{}","[]"
q3btf,"箱・ラベルの納品先連絡","納品先\n\n〒500-8234\n岐阜県岐阜市芋島1丁目17-10　\n(有)ギフ靴下工房レッグス\nTEL058-246-3363\n\n",Closed,1556251406888,"4/26/2019, 1:03:26 PM GMT+9",1558292400000,"5/20/2019, 4:00:00 AM GMT+9",1557860400000,"5/15/2019, 4:00:00 AM GMT+9",0,"[]","[kano-katagiri]","[]",null,"Leg Fit","RW化粧箱","R&D","","","{""Checklist"":[""オンヨネさま確認"",""ザ・パック/OSPへ納品先連絡""]}","[]"
gum4z,"Color","null",Closed,1551252594968,"2/27/2019, 4:29:54 PM GMT+9",1549998000000,"2/13/2019, 4:00:00 AM GMT+9",1549911600000,"2/12/2019, 4:00:00 AM GMT+9",0,"[]","[kent-matsui]","[]",null,"0.1","Two Design System","Development","","","{}","[]"
gum5b,"スタイルガイドラインのレイアウト＿リストページ","null",Closed,1551252808580,"2/27/2019, 4:33:28 PM GMT+9",1549393200000,"2/6/2019, 4:00:00 AM GMT+9",1549292400000,"2/5/2019, 12:00:00 AM GMT+9",0,"[]","[terumi-ogawa]","[design]",null,"0.1","Two Design System","Development","","","{}","[]"
kt2mr,"入浴剤 フィルム レーザー加工の切れ","null",Closed,1553664747450,"3/27/2019, 2:32:27 PM GMT+9",1554231600000,"4/3/2019, 4:00:00 AM GMT+9",1553626800000,"3/27/2019, 4:00:00 AM GMT+9",0,"[{""title"":""IMG_585.jpeg"",""url"":""https://attachments.clickup.com/ca7fb4f3-1817-4167-a23e-7c3883c7a167/IMG_585.jpeg""}]","[shinji-maritani]","[]",null,"BARTH","Team Tasks","R&D","","","{}","[{""text"":""undefined レーザー部以外も傷あり。中のフィルムまでは貫通していない。"",""by"":""shinji-maritani@two2.jp"",""assigned"":false,""date"":""3/29/2019, 10:46:07 AM GMT+9"",""resolved"":""N/A""},{""text"":""充填前のパッケージ確認中（山田さんから細小路さんに依頼済み）\n"",""by"":""shinji-maritani@two2.jp"",""assigned"":false,""date"":""3/29/2019, 10:40:55 AM GMT+9"",""resolved"":""N/A""},{""text"":""加藤さんに該当パッケージ送付済み。\nレーザーの出力を弱くすれば改善できるかなど、検討してもらう。\n"",""by"":""shinji-maritani@two2.jp"",""assigned"":false,""date"":""3/28/2019, 1:58:59 PM GMT+9"",""resolved"":""N/A""},{""text"":""加藤さんに確認依頼のメール送信済み\n"",""by"":""shinji-maritani@two2.jp"",""assigned"":false,""date"":""3/27/2019, 2:40:36 PM GMT+9"",""resolved"":""N/A""}]"
r5atp,"BARTHインスタ_facewash_graphic(10-A,10-B,10-C)","旧ドライブ\nhttps://drive.google.com/drive/folders/12i2yE2UVvt1Y0XYga85U8Tym0vyjYUc2\n新ドライブ\nhttps://drive.google.com/drive/folders/1DpavSBntUXdJBoukr47vkdfE8aYDZM5F\n\n■SNSカレンダー\nhttps://docs.google.com/spreadsheets/d/1QxBGxWfNljJNZX9ef1JQ4gBSnVM9VfDgWmFkKdC46rM/edit#gid=299428611\n\n■投稿予定日\n・/()　→　10-A\n・/()　→　10-B\n・/()　→　10-C\n",Closed,1557377829015,"5/9/2019, 1:57:09 PM GMT+9",,"",,"",0,"[{""title"":""10_facewash_graphic.png"",""url"":""https://attachments.clickup.com/41d2b1c5-329a-47a7-a4a7-f94cd59533dc/10_facewash_graphic.png""}]","[yuka-uchiumi]","[release waiting]",null,"barth - instagram","Graphic Tasks","Development","","","{}","[{""text"":""@risa-shibano \nhttps://drive.google.com/drive/folders/1wW8AXtJRkHVaRNCExRNbHqdYZjzJdg58\n調整完了しましたので、下記URLよりご確認をおねがいいたします\n"",""by"":""yuka-uchiumi@two2.jp"",""assigned"":false,""date"":""5/23/2019, 3:15:56 PM GMT+9"",""resolved"":""N/A""}]"
vcgwg,"天真堂 契約書、新規取引申請","null",in progress,1559525879790,"6/3/2019, 10:37:59 AM GMT+9",,"",,"",0,"[]","[shinji-maritani]","[]",null,"BARTH","Team Tasks","R&D","","","{}","[{""text"":""2019/6/25　根岸さんMTG議事録　（吉本、眞里谷、後藤）\n\n●支払について\n・信用金庫：確定7/2～開設\nそれ以外は未定\n\n●契約：現状と同じ内容\n・来週中には返答いただける\n\n●新規取引申請書\n・雛形提出する\n・生産スケジュール安定したら30を60日に変更可能\n\n"",""by"":""s-goto@two2.jp"",""assigned"":false,""date"":""6/25/2019, 5:54:23 PM GMT+9"",""resolved"":""N/A""},{""text"":""根岸さん電話\n支払いサイトはオペレーションが改善（生産のリスケなど）されてから。できれば12月（先方期末）まで見たい。ただし早期に改善されれば検討の余地はある。\n6月の支払先は今週中に連絡もらう。T&Mのままになるかも。\n"",""by"":""shinji-maritani@two2.jp"",""assigned"":false,""date"":""6/4/2019, 9:29:25 AM GMT+9"",""resolved"":""N/A""},{""text"":""支払いサイト60日に変更できるか相談\n"",""by"":""shinji-maritani@two2.jp"",""assigned"":false,""date"":""6/3/2019, 3:07:14 PM GMT+9"",""resolved"":""N/A""}]"
pk1vr,"レギンス化粧箱概要","納期：未定　※山田さんと協議\n\n化粧箱サイズ\n★暫定です\n（地獄底）\n※内寸で\n正面幅：135㎜→140mm\n高さ：185㎜\n奥行：50㎜→65mm\n",review,1556009775624,"4/23/2019, 5:56:15 PM GMT+9",,"",,"",0,"[]","[shinji-maritani]","[]",null,"【メモのみ参照】レギンス","RW化粧箱","R&D","","","{}","[{""text"":""山田さんと協議し、全タスクのスケジュール引き直しました。\n大まかなので変動有り前提なことご考慮お願いいたします。\nあくまで先手先手で進める場合のスケジュールになります。\n\n"",""by"":""kano-katagiri@two2.jp"",""assigned"":false,""date"":""5/21/2019, 12:52:52 PM GMT+9"",""resolved"":""N/A""},{""text"":""畳み台紙入れた場合のコスト試算依頼済\n\n"",""by"":""kano-katagiri@two2.jp"",""assigned"":false,""date"":""4/23/2019, 6:44:26 PM GMT+9"",""resolved"":""N/A""},{""text"":""＜化粧箱＞ザ・パック：秦さん\n・余白の埋め方検討\n・箱の組み立て費用確認の為、試作をオンヨネ様へ送る必要がある\n・サイズ修正：マドの位置とサイズ検討　※マドの位置罫線から1.5㎝以上\n・試作依頼（2個いただく）\n・図面いただく\n・見積り依頼\n・試作に製品を入れて営業メンバーなどに見せてサイズ感確認してもらう\n\n＜オンヨネ様へ＞関さん\n・畳み方など包装方法を指示\n\n"",""by"":""kano-katagiri@two2.jp"",""assigned"":false,""date"":""4/23/2019, 5:57:48 PM GMT+9"",""resolved"":""N/A""}]"
m4egm,"Fractalのカスタマイズ","UIモックアップ：\nhttps://drive.google.com/open?id=15hBtbhsu6eyefdIKQRGKwovkn81wReRo\nドキュメントサイト：\nhttps://fractal.build/\n\n",Closed,1553866105538,"3/29/2019, 10:28:25 PM GMT+9",1556996400000,"5/5/2019, 4:00:00 AM GMT+9",1556478000000,"4/29/2019, 4:00:00 AM GMT+9",0,"[]","[goroide]","[]",null,"0.4","Two Design System","Development","","","{}","[]"
nk825,"BARTH1-39 洗顔A6POP(ボトルのみ)","null",Closed,1555031226133,"4/12/2019, 10:07:06 AM GMT+9",,"",,"",0,"[]","[yuka-uchiumi]","[]",null,"pop","Graphic Tasks","Development","","","{}","[{""text"":""【メモ】\nあまり対応したくはないですが、企業様より要望があり、\n画像の部分を、「ボトルのみ」ではめ込んでいただきたく、再起票させていただきました。\nバージョン管理にて、指示の添付をしてありますが、\nパッケージ＋ボトル＋パウダーの山\nの画像構成でお願いしたいです。\n\n出来上がり後は、トンボの付いたPDFデータでいただきたいです。\nご対応よろしくお願いいたします。\n"",""by"":""yuka-uchiumi@two2.jp"",""assigned"":false,""date"":""4/12/2019, 10:08:01 AM GMT+9"",""resolved"":""N/A""}]"
13h2nw,"社員名簿にPC管理などを追加してほしい","このシートを\n\nhttps://drive.google.com/file/d/1-vWJjUOVqYQITrvbXKbt3sliN8AOjP0J/view\n\nこのアプリに追加\nhttps://two2.cybozu.com/k/51/\n",Closed,1562642064822,"7/9/2019, 12:14:24 PM GMT+9",,"",,"",0,"[]","[mayumi koshikawa]","[]",null,"Information system","Team Tasks","Development","","","{}","[{""text"":""@mayumi koshikawa 確認しました。\nこちらクローズ\n"",""by"":""keiichi-honma@two2.jp"",""assigned"":false,""date"":""7/25/2019, 10:59:48 PM GMT+9"",""resolved"":""N/A""},{""text"":""@keiichi-honma  終わりました。確認お願いします！\n"",""by"":""mayu25.k6@gmail.com"",""assigned"":false,""date"":""7/25/2019, 2:36:53 PM GMT+9"",""resolved"":""N/A""},{""text"":""@mayumi koshikawa \n"",""by"":""keiichi-honma@two2.jp"",""assigned"":false,""date"":""7/11/2019, 7:09:15 PM GMT+9"",""resolved"":""N/A""},{""text"":""こちら作成者が自分の一覧に全部入っているみたいでした\nhttps://two2.cybozu.com/k/51/\n\n見やすくお願いいたします！\n"",""by"":""keiichi-honma@two2.jp"",""assigned"":""mayu25.k6@gmail.com"",""date"":""7/11/2019, 7:09:12 PM GMT+9"",""resolved"":false}]"
rd4a4,"製品基準書作成","null",in progress,1557477109612,"5/10/2019, 5:31:49 PM GMT+9",,"",,"",0,"[]","[kano-katagiri]","[]",null,"Sleepdays","Team Tasks","R&D","","","{}","[]"
13k2d5,"オンヨネ様","null",Open,1562823083440,"7/11/2019, 2:31:23 PM GMT+9",,"",,"",0,"[]","[]","[]",null,"議事録","Team Tasks","R&D","","","{}","[{""text"":""日時：2019年7月11日(水)\n先方：寺井さん、関さん、高野さん\n当方：吉本さん、眞里谷さん、片桐\n\n展示会\n・希望時期：9月18日、19日もしくはそれ以降。\n・3.4.5.11.12はオンヨネさん展示会なので外した日で。\n・1ヶ月前には招待状をお送りするので、2ヶ月前には開催日時場所を決定する必要がある。\n\n進捗について\n・RWPKGをやりきる。\n・中期的な計画を共有してほしい。\n理由：アース繊維の睡眠市場をTWOが独占しているわけではないので、他の取引先にもアース繊維を卸していく中でバッティングする商品も出てくる。\n具体的には、グリボーのモットンでマットレスカバーが進んでいる。\n更にグリボーの関連企業でアイピローが進んでいる。\nターゲットはシニアやアスリートの予定だが、TWOのユーザーとバッティングしないように気をつけている中で、TWOの中期計画がわからなければ\n\nATHFA協会について\n・アスファ協会が立ち上がり、アース繊維の要望は全てオンヨネの傘の下に情報が集まることとなり\n\n試験計画\n・医療認可向けの試験系を神戸大学、新潟大学と組んでいる。\n・新潟の医療福祉大学で100名程度の治験を行えるよう動いている。\n・疲労回復、こり軽減、血流改善のエビデンス取得を目指している。\n\nCFY:280kg在庫有り。\n\n\n"",""by"":""kano-katagiri@two2.jp"",""assigned"":false,""date"":""7/11/2019, 4:34:55 PM GMT+9"",""resolved"":""N/A""}]"
13hbg5,"入稿","null",Open,1562658829670,"7/9/2019, 4:53:49 PM GMT+9",1563217200000,"7/16/2019, 4:00:00 AM GMT+9",,"",0,"[]","[hiroshi-hasegawa]","[]",null,"20190726 コスモサマパ フライヤー","同梱物","Brand-Engage","","","{}","[{""text"":""@hiroshi-hasegawa \n数量：800+20枚くらい予備\n7/17（木）までにTWOに納品希望\n\n※TWOでアッセンブリして、7/19（金）中にハーストに発送→7/22（月）までに納品\n"",""by"":""r-shibano@two2.jp"",""assigned"":false,""date"":""7/9/2019, 5:01:05 PM GMT+9"",""resolved"":""N/A""}]"
r5c56,"サンプルをもらう","null",Closed,1557395826364,"5/9/2019, 6:57:06 PM GMT+9",1559055600000,"5/29/2019, 12:00:00 AM GMT+9",,"",0,"[]","[]","[]",null,"サンキューレター","同梱物","Brand-Engage","","","{}","[]"
kgvah,"BML確認","null",Closed,1553507881189,"3/25/2019, 6:58:01 PM GMT+9",,"",,"",0,"[{""title"":""201800140報告書洗顔フェイスマスク.pdf"",""url"":""https://drive.google.com/a/two2.jp/file/d/1bltgW4yqwcfn4bjw-vSs1XxL5xooaZcZ/view?usp=drive_web""},{""title"":""201800140発注書(TWO→BML様)文言薬事チェック押印済.pdf"",""url"":""https://drive.google.com/a/two2.jp/file/d/1SxViZcJTwNRgScPdu3y600VTziIKjyCS/view?usp=drive_web""},{""title"":""201800140お見積り書 ㈱BML BARTH 洗顔 フェイスマスク パッケージ表示確認.pdf"",""url"":""https://drive.google.com/a/two2.jp/file/d/1X5LDkAn0vr_7f92WtKXYr4deykfFQ9Rf/view?usp=drive_web""},{""title"":""201800140発注書(TWO→BML様)文言薬事チェック.xlsx"",""url"":""https://drive.google.com/a/two2.jp/file/d/1HBxoKtEUwz3lCb9iiQYCy4REoRibI-ru/view?usp=drive_web""},{""title"":""20190325_株式会社TWO_表示確認(化粧品ﾊﾟｯｹｰｼﾞ2点).pdf"",""url"":""https://drive.google.com/a/two2.jp/file/d/1Z-X0E_KwkxuV3AqiL1eqihpN5aiDZiEC/view?usp=drive_web""}]","[kano-katagiri]","[]",null,"BARTH フェイスマスク改版","Team Tasks","R&D","","","{}","[{""text"":""@saki-goto \nフェイスマスクについては特に指摘がなかったので、マリーヌ経由の薬務課指摘の「イラストのお肌を角質層に変更」のみ修正して入稿します。\n"",""by"":""shinji-maritani@two2.jp"",""assigned"":false,""date"":""4/1/2019, 2:17:18 PM GMT+9"",""resolved"":""N/A""},{""text"":""BML報告書入手。201800140報告書洗顔フェイスマスク.pdf\n\n"",""by"":""kano-katagiri@two2.jp"",""assigned"":false,""date"":""4/1/2019, 1:53:51 PM GMT+9"",""resolved"":""N/A""},{""text"":""201800140発注書(TWO→BML様)文言薬事チェック押印済.pdf\n\n"",""by"":""kano-katagiri@two2.jp"",""assigned"":false,""date"":""3/29/2019, 5:57:03 PM GMT+9"",""resolved"":""N/A""},{""text"":""発注書電送済。\n"",""by"":""kano-katagiri@two2.jp"",""assigned"":false,""date"":""3/29/2019, 5:56:16 PM GMT+9"",""resolved"":""N/A""},{""text"":""見積もり取得。発注書申請済。201800140発注書(TWO→BML様)文言薬事チェック.xlsx\n201800140お見積り書 ㈱BML BARTH 洗顔 フェイスマスク パッケージ表示確認.pdf\n\n"",""by"":""kano-katagiri@two2.jp"",""assigned"":false,""date"":""3/28/2019, 1:50:34 PM GMT+9"",""resolved"":""N/A""},{""text"":""20190325_株式会社TWO_表示確認(化粧品ﾊﾟｯｹｰｼﾞ2点).pdf\n見積もり取得（洗顔と合算）\n発注書へ進みます。\n"",""by"":""kano-katagiri@two2.jp"",""assigned"":false,""date"":""3/26/2019, 6:54:22 PM GMT+9"",""resolved"":""N/A""},{""text"":""成分が同じで量が異なる製品に関して、それぞれ表示確認すべきか確認したところ\n他社は代表パッケージ1点のみの場合が多いと回答入手。\n見積もりは1点のみと3点合算と2種類依頼。\n\n\n\n"",""by"":""kano-katagiri@two2.jp"",""assigned"":false,""date"":""3/25/2019, 7:16:31 PM GMT+9"",""resolved"":""N/A""},{""text"":""見積もり依頼済み\n見積もり　→　発注申請　→　依頼\n"",""by"":""shinji-maritani@two2.jp"",""assigned"":false,""date"":""3/25/2019, 6:59:15 PM GMT+9"",""resolved"":""N/A""}]"
uzruu,"ブランド決定","null",Open,1559181135846,"5/30/2019, 10:52:15 AM GMT+9",,"",,"",0,"[]","[]","[]",null,"BARTH バスオイル (Oct. 1)","Product Projects","R&D","","","{}","[]"
tc41x,"箱の段ボール入り数確認","null",Open,1558410573757,"5/21/2019, 12:49:33 PM GMT+9",1562871600000,"7/12/2019, 4:00:00 AM GMT+9",1562526000000,"7/8/2019, 4:00:00 AM GMT+9",0,"[]","[shinji-maritani]","[]",null,"【メモのみ参照】Tシャツ","RW化粧箱","R&D","","","{}","[]"
vvh7g,"工場環境及び作業者身だしなみ規定確認","null",Closed,1559544535163,"6/3/2019, 3:48:55 PM GMT+9",1560452400000,"6/14/2019, 4:00:00 AM GMT+9",,"",0,"[]","[kano-katagiri]","[]",null,"Sleepdays","Team Tasks","R&D","","","{}","[{""text"":""@shinji-maritani \n本件問い合わせましたので下記の通りご報告差し上げます。\n\nTWO質問：\n梱包や縫製の作業者様はネイル可能なご環境でしょうか？\nネイルによる商品や資材の損傷や色移りの可能性もございますので、確認させていただきます。\nまた、工場環境や及び作業者樣に関する規定書などございましたらご教示いただけますと幸いです。\n\nオンヨネ回答：\nネイルに関しては各工場の指導の範囲でゴム手袋をつける場合や、\n製品に問題がおきるようなネイルを禁止するところがほとんどです。\n \n弊社としては工場に対する基準・環境規定書などはございませんが\n工場での従業員教育や工場の組織、システムに関する調査書と\n及び工場視察にて製品製造に対して問題が無いか確認するようにしております。\n \n以上です。\nTWOから規定に関する指示を行うまではしないで良いと事前にご指示いただいておりますので、一旦情報収集にとどめ、取り急ぎご報告差し上げます。\n追加で必要な業務がございましたらご指示お願いいたします。\n\n"",""by"":""kano-katagiri@two2.jp"",""assigned"":false,""date"":""6/3/2019, 5:12:00 PM GMT+9"",""resolved"":""N/A""}]"
nbfgx,"99_creative及び共有サーバーのデータを統合して移動してほしい","99_creative\nhttps://drive.google.com/open?id=1HDHDvdX_juuKrIxLJ0x5AGkCI_UVLqOT&authuser=keiichi-honma@two2.jp&usp=drive_fs\n\n共有サーバー\nsmb://192.168.150.150/share/TWO/099_参考資料/クリエイティブ素材集/BARTH/BARTH\nアカウントは別途伝えます。\n\nこの2箇所に散っているファイルを統合して新しいチームフォルダに移動して欲しい\n\n条件としては\n・間違いなく不明系フォルダはそのまま\n・素材系は新しいチームフォルダの素材系に移動\n・ブランドがわかっていて、開発本部のルール配下に置けそうなものは新しい場所に配置\n",Closed,1554791528020,"4/9/2019, 3:32:08 PM GMT+9",,"",,"",0,"[]","[yuki-sano]","[]",null,"package","Graphic Tasks","Development","","","{}","[{""text"":""確認しました。\n問題ありません！\n\n長いタスクお疲れ様でした。\n"",""by"":""keiichi-honma@two2.jp"",""assigned"":false,""date"":""4/22/2019, 5:24:51 PM GMT+9"",""resolved"":""N/A""},{""text"":""ありがとうございます！\nお疲れ様でした。\n\nこちら確認します！\n"",""by"":""keiichi-honma@two2.jp"",""assigned"":false,""date"":""4/22/2019, 4:29:20 PM GMT+9"",""resolved"":""N/A""},{""text"":""@keiichi-honma\nデータの移行完了致しましたので、ご確認お願い致します。\n共有フォルダ内のデータは、各フォルダ分けをして、old_creative内の「共有フォルダ内データ」に入れてあります。\n\n⇨BARTHに関しては、商品画像もたくさんあったのですが、移行しなかった理由としては、古いデータということもあり、全て「RECOVERY&TREAT」になっていたので、使えないものと判断し、移行していません.\n\n【old_creative】\nhttps://drive.google.com/drive/folders/159-KZrPd6HO3pXwVdHDnqwYCIdy7fe-r\n\n【共有フォルダ内データ】\nhttps://drive.google.com/drive/folders/1Cyn7nzSgHAkDcfVH_K_PU4Ocp1G-ccWN\n"",""by"":""yuki-sano@two2.jp"",""assigned"":false,""date"":""4/22/2019, 4:15:19 PM GMT+9"",""resolved"":""N/A""},{""text"":""@keiichi-honma \n・99.creative⇨old_creativeにコピー完了しました。\n・共有サーバーのデータの移動はこ今日完了予定です。\n"",""by"":""yuki-sano@two2.jp"",""assigned"":false,""date"":""4/22/2019, 11:25:35 AM GMT+9"",""resolved"":""N/A""},{""text"":""@keiichi-honma \nこのまま順調にいけば今日中に終わりますが、最後のデータ移行に時間がかかっているので、今日ギリギリかもしくは、土日を挟んで移動させて月曜に完了予定のどちらかです。\nまた報告いたします。\n\n"",""by"":""yuki-sano@two2.jp"",""assigned"":false,""date"":""4/19/2019, 10:08:54 AM GMT+9"",""resolved"":""N/A""},{""text"":""@keiichi-honma \nかしこまりました。\nアカウントの件、宜しくお願い致します。\n\n"",""by"":""yuki-sano@two2.jp"",""assigned"":false,""date"":""4/10/2019, 10:02:31 AM GMT+9"",""resolved"":""N/A""}]"
